,name,coin,supply,mcap,price
1059,Prosper,PROS,4474804,3209074,0.71714
1060,Infinity PAD,IPAD,540000000,3205539,0.00594
1061,Linker Coin,LNC,112776150,3191970,0.0283
1062,Nxt,NXT,998999942,3191634,0.00319
1063,Bifrost,BNC,16775000,3178757,0.18949
1064,ROOBEE,ROOBEE,3990063740,3176568,0.0008
1065,CryptoFranc,XCHF,3100000,3174803,1.02413
1066,Darwinia Network,RING,490301469,3170681,0.00647
1067,Mogul Productions,STARS,306657541,3162112,0.01031
1068,SparkPoint,SRK,8791387424,3158075,0.00036
1069,Dogs Of Elon,DOE,192111677,3154763,0.01642
1070,Valencia CF Fan Token,VCF,2485076,3147148,1.26642
1071,Monsta Infinite,MONI,45007878,3122183,0.06937
1072,BABB,BAX,49853700000,3121599,6e-05
1073,Opacity,OPCT,80456100,3119552,0.03877
1074,Carboncoin,CARBON,15392022544,3111783,0.0002
1075,Litecoin Cash,LCC,764691794,3107923,0.00406
1076,DECOIN,DTEP,56812933,3101163,0.05459
1077,SIBCoin,SIB,19790761,3096828,0.15648
1078,Geojam Token,JAM,702742572,3097008,0.00441
1079,Morpheus Labs,MITX,524999999,3094864,0.00589
1080,Swingby,SWINGBY,909677364,3089898,0.0034
1081,SALT,SALT,80283615,3076077,0.03832
1082,TenX,PAY,205218256,3074121,0.01498
1083,Sonar,PING,2703464935,3050993,0.00113
1084,Uno Re,UNO,73232181,3015392,0.04118
1085,Mobilian Coin,MBN,141494300,3003598,0.02123
1086,Flamengo Fan Token,MENGO,3199972,2997910,0.93686
1087,Footballcoin (XFC),XFC,374660526,2997241,0.008
1088,Offshift,XFT,5963000,2991972,0.50176
1089,K21,K21,15584677,2990240,0.19187
1090,Covesting,COV,16886825,2973315,0.17607
1091,DIGG,DIGG,574,2966373,5167.89721
1092,PornRocket,PORNROCKET,389751314147138,2923851,0.0
1093,GameCredits,GAME,180787394,2919355,0.01615
1094,Venus SXP,vSXP,396674884,2919015,0.00736
1095,Sarcophagus,SARCO,15652227,2911028,0.18598
1096,Monetha,MTH,402400000,2895416,0.0072
1097,Sinverse,SIN,209550769,2894748,0.01381
1098,Tulip Protocol,TULIP,815206,2886781,3.54117
1099,BetU,BETU,107608038,2876581,0.02673
1100,BetU,BETU,107608038,2876592,0.02673
1101,Crabada,CRA,156983556,2875727,0.01832
1102,RocketX exchange,RVF,64225493,2874405,0.04475
1103,OneLedger,OLT,506936797,2858564,0.00564
1104,Waves Enterprise,WEST,41965923,2855558,0.06804
1105,Pickle Finance,PICKLE,1908030,2851237,1.49434
1106,EvidenZ,BCDT,38668816,2846957,0.07362
1107,Prism,PRISM,494800000,2826139,0.00571
1108,Swerve,SWRV,17397800,2819124,0.16204
1109,Konomi Network,KONO,100000000,2808823,0.02809
1110,DeFiner,FIN,128364590,2798761,0.0218
1111,SunContract,SNC,122707503,2779856,0.02265
1112,Kromatika,KROM,80280675,2773058,0.03454
1113,Origin Sport,ORS,299999850,2763193,0.00921
1114,Skey Network,SKEY,181631354,2762784,0.01521
1115,AXIS Token,AXIS,320303188,2752672,0.00859
1116,MetaPets,METAPETS,51587381174314000,2750587,0.0
1117,Oxbull.tech,OXB,7501504,2746405,0.36611
1118,DuckDaoDime,DDIM,1037793,2740201,2.64041
1119,Ghost,GHOST,20345137,2739506,0.13465
1120,DeepBrain Chain,DBC,3200000000,2737613,0.00086
1121,GTONCapital,GTON,3630100,2725571,0.75083
1122,Razor Network,RAZOR,293651112,2715180,0.00925
1123,BitNautic Token,BTNT,19078647,2701908,0.14162
1124,Petals,PTS,1999982160,2700008,0.00135
1125,Decentral Games ICE,ICE,330761187,2685246,0.00812
1126,unFederalReserve,eRSDL,440655387,2676827,0.00607
1127,Pundi X NEM,NPXSXEM,44686428753,2662260,6e-05
1128,Safe Haven,SHA,3005855396,2655665,0.00088
1129,Calamari Network,KMA,1589055318,2639116,0.00166
1130,BOOM,BOOM,777959996,2632830,0.00338
1131,Aeon,AEON,15831459,2631130,0.1662
1132,GoCrypto Token,GOC,245278438,2608514,0.01063
1133,1World,1WO,37219453,2603728,0.06996
1134,UpBots,UBXT,429280603,2576659,0.006
1135,ColossusXT,COLX,12732356945,2574295,0.0002
1136,LGCY Network,LGCY,12713925827,2571794,0.0002
1137,Onooks,OOKS,11221615,2566795,0.22874
1138,Torum,XTM,80710757,2551745,0.03162
1139,Sentivate,SNTVT,3585526279,2537334,0.00071
1140,Signata,SATA,71260435,2524927,0.03543
1141,Venus DOT,vDOT,16649243,2524413,0.15162
1142,Tarot,TAROT,39409660,2502967,0.06351
1143,Lamden,TAU,142215728,2500040,0.01758
1144,Nebulas,NAS,62711089,2492071,0.03974
1145,Degenerator Meme,MEME,28000,2469248,88.18743
1146,Wownero,WOW,52049447,2462530,0.04731
1147,SaTT,SATT,3244898181,2461571,0.00076
1148,SmartMesh,SMT,1340519343,2455337,0.00183
1149,OneArt,1ART,120619078,2448337,0.0203
1150,Only1,LIKE,128840531,2439860,0.01894
1151,LuaSwap,LUA,183386280,2429886,0.01325
1152,Primate,PRIMATE,141087223,2428435,0.01721
1153,Lambda,LAMB,1646414198,2423458,0.00147
1154,Wicrypt,WNT,23233221,2421213,0.10421
1155,StakeCubeCoin,SCC,10290302,2416264,0.23481
1156,Smart MFG,MFG,371718684,2413353,0.00649
1157,SpaceChain,SPC,307182730,2404041,0.00783
1158,Kryptomon,KMON,189843488,2400443,0.01264
1159,MandoX V2,MANDOX,14966012623346,2399729,0.0
1160,Unification,FUND,34447402,2399434,0.06966
1161,DEEPSPACE,DPS,52893498,2397125,0.04532
1162,MOVEZ,MOVEZ,511594527,2393541,0.00468
1163,VestChain,VEST,3945951381,2393440,0.00061
1164,Zelwin,ZLW,72331834,2376076,0.03285
1165,Monolith,TKN,34559551,2372599,0.06865
1166,UBIX.Network,UBX,45558153243,2369741,5e-05
1167,CumRocket,CUMMIES,1320428309,2367272,0.00179
1168,PlanetWatch,PLANETS,319244116,2350258,0.00736
1169,NFTb,NFTB,106243272,2346967,0.02209
1170,BSCStation,BSCS,154968120,2343435,0.01512
1171,SeedOn,SEON,202705688,2324931,0.01147
1172,GNY,GNY,192376657,2324315,0.01208
1173,RioDeFi,RFUEL,301050838,2321487,0.00771
1174,PLATINCOIN,PLC,5001073,2320493,0.464
1175,BiFi,BIFI,244001935,2311983,0.00948
1176,Jobchain,JOB,9864586781,2309067,0.00023
1177,Insights Network,INSTAR,196753508,2306256,0.01172
1178,PAID Network,PAID,83070175,2303699,0.02773
1179,Decimated,DIO,167025128,2287966,0.0137
1180,Rotharium,RTH,3645272,2263683,0.62099
1181,IQeon,IQN,5491860,2257702,0.4111
1182,OpenLeverage,OLE,65956030,2246827,0.03407
1183,Gem Exchange and Trading,GXT,83529286,2237805,0.02679
1184,Idavoll DAO,IDV,903886640,2231932,0.00247
1185,Swop,SWOP,2467127,2230644,0.90415
1186,TOP,TOP,5512414943,2216147,0.0004
1187,Blockchain Monster Hunt,BCMC,148292829,2208366,0.01489
1188,Origin Dollar Governance,OGV,478992768,2205613,0.0046
1189,MetagamZ,METAG,10000000000,2191946,0.00022
1190,Ispolink,ISP,2756425785,2180663,0.00079
1191,YAM V3,YAM,14107850,2177028,0.15431
1192,Taraxa,TARA,1343021474,2174015,0.00162
1193,Perth Mint Gold Token,PMGT,1222,2144737,1755.10393
1194,Beyond Protocol,BP,165059723,2141465,0.01297
1195,Genaro Network,GNX,650000000,2124058,0.00327
1196,Skycoin,SKY,22000000,2118551,0.0963
1197,ExNetwork Token,EXNT,63050105,2115857,0.03356
1198,Eminer,EM,1454500099,2113679,0.00145
1199,Anchor Neural World,ANW,275297977,2101527,0.00763
1200,suterusu,SUTER,3855040000,2100521,0.00054
1201,Folgory Coin,FLG,17525493,2094148,0.11949
1202,Solrise Finance,SLRS,83251940,2077508,0.02495
1203,Einsteinium,EMC2,222799183,2071866,0.0093
1204,OpenWorld,OPEN,51617956,2068915,0.04008
1205,EOSDT,EOSDT,2642505,2046072,0.77429
1206,SENATE,SENATE,29660637,2026360,0.06832
1207,Achain,ACT,999999998,2008248,0.00201
1208,BitcoinZ,BTCZ,11519878639,2002855,0.00017
1209,VeriDocGlobal,VDG,10398664245,1989634,0.00019
1210,CyberMiles,CMT,800000000,1985577,0.00248
1211,Darma Cash,DMCH,218151617,1977593,0.00907
1212,Mobility Coin,MOBIC,12469872,1966555,0.1577
1213,Unbound,UNB,1087032826,1959827,0.0018
1214,MIR COIN,MIR,780627481,1959619,0.00251
1215,Landshare,LAND,2811130,1953632,0.69496
1216,WELL,WELL,137080000,1945938,0.0142
1217,Bibox Token,BIX,85430525,1944035,0.02276
1218,0xBitcoin,0xBTC,9706750,1920522,0.19785
1219,TOWER,TOWER,530989151,1918037,0.00361
1220,Attila,ATT,450382736,1904151,0.00423
1221,My DeFi Pet,DPET,16166786,1897881,0.11739
1222,Cryptaur,CPT,13485673471,1889993,0.00014
1223,Binamon,BMON,115453949,1887906,0.01635
1224,Idena,IDNA,61628743,1877840,0.03047
1225,Oxygen,OXY,36194894,1875462,0.05182
1226,WebDollar,WEBD,14608644371,1868577,0.00013
1227,EXMO Coin,EXM,107375446,1866195,0.01738
1228,Kunci Coin,KUNCI,34733860,1858866,0.05352
1229,Göztepe S.K. Fan Token,GOZ,1100000,1850627,1.68239
1230,Tokoin,TOKO,489256294,1845727,0.00377
1231,FNDZ,FNDZ,25577382,1834250,0.07171
1232,BillionHappiness,BHC,50000,1831629,36.63258
1233,HoDooi.com,HOD,202785121,1822737,0.00899
1234,Safex Token,SFT,1885974016,1821851,0.00097
1235,Blocknet,BLOCK,8986655,1818321,0.20234
1236,Hot Cross,HOTCROSS,113749999,1817670,0.01598
1237,Trias Token (new),TRIAS,1600000,1816517,1.13532
1238,Integral,ITGR,100608322,1812710,0.01802
1239,Ferrum Network,FRM,65783595,1810478,0.02752
1240,Seascape Crowns,CWS,3272588,1791283,0.54736
1241,Kommunitas,KOM,1153287227,1789005,0.00155
1242,Ripio Credit Network,RCN,508404746,1787850,0.00352
1243,Binemon,BIN,784870751,1783790,0.00227
1244,PLANET,PLA,225000000,1783208,0.00793
1245,Nord Finance,NORD,6482082,1781756,0.27487
1246,Breezecoin,BRZE,180000000,1771113,0.00984
1247,IOI Token,IOI,9014158,1768829,0.19623
1248,Spartan Protocol,SPARTA,113753200,1761485,0.01549
1249,Decentr,DEC,108768533,1755175,0.01614
1250,ACENT,ACE,120562902,1743267,0.01446
1251,ZeroSwap,ZEE,63429102,1732883,0.02732
1252,AgeOfGods,AOG,50911513,1723166,0.03385
1253,Public Mint,MINT,103994897,1719067,0.01653
1254,COVA,COVA,2496011000,1713632,0.00069
1255,TenUp,TUP,31524012,1709130,0.05422
1256,REPO,REPO,22573354,1706936,0.07562
1257,Primecoin,XPM,41958471,1706857,0.04068
1258,S.C. Corinthians Fan Token,SCCP,2389010,1701195,0.71209
1259,42-coin,42,42,1698354,40437.0
1260,LABS Group,LABS,2216879594,1684197,0.00076
1261,INT,INT,486577385,1674924,0.00344
1262,TENT,TENT,38664688,1666745,0.04311
1263,Spheroid Universe,SPH,124912048,1666264,0.01334
1264,Egretia,EGT,4218701582,1649331,0.00039
1265,Leeds United Fan Token,LUFC,983439,1648530,1.67629
1266,DAFI Protocol,DAFI,590236640,1644486,0.00279
1267,Green Ben,EBEN,23047685,1640328,0.07117
1268,Project Pai,PAI,1610788538,1638287,0.00102
1269,Aurigami,PLY,1252311241,1638222,0.00131
1270,PlotX,PLOT,66318562,1624669,0.0245
1271,CRYPTO20,C20,40405878,1620071,0.04009
1272,iMe Lab,LIME,246569585,1618916,0.00657
1273,Nyancoin,NYAN,322805606,1614145,0.005
1274,CyberVein,CVT,1060404496,1601797,0.00151
1275,Isiklar Coin,ISIKC,5295305,1587151,0.29973
1276,Revomon,REVO,24810137,1586791,0.06396
1277,Gulden,NLG,563635131,1584468,0.00281
1278,Ryoshi Token,RYOSHI,282958887289420,1581772,0.0
1279,DOGGY,DOGGY,4040129897,1579707,0.00039
1280,Rangers Protocol,RPG,972830,1573284,1.61722
1281,Don-key,DON,65094797,1565181,0.02404
1282,TransferCoin,TX,8296433,1553288,0.18722
1283,ALLY,ALY,2300000000,1553069,0.00068
1284,Polytrade,TRADE,12017404,1542421,0.12835
1285,STARSHIP,STARSHIP,18908258,1540118,0.08145
1286,EpiK Protocol,EPK,130057090,1539524,0.01184
1287,X-CASH,XCASH,62820378619,1533319,2e-05
1288,DATA,DTA,11499999989,1527882,0.00013
1289,Clash of Lilliput,COL,1904060,1527671,0.80232
1290,Big Data Protocol,BDP,47790856,1526835,0.03195
1291,Empty Set Dollar,ESD,446012145,1524491,0.00342
1292,Growth DeFi,GRO,433377,1523719,3.51592
1293,UniLayer,LAYER,25690321,1520300,0.05918
1294,Wagerr,WGR,216761204,1508983,0.00696
1295,ADAPad,ADAPAD,117642373,1506505,0.01281
1296,Bird.Money,BIRD,94942,1504247,15.84385
1297,CBC.network,CBC,155864701,1503648,0.00965
1298,Kattana,KTN,2931905,1499244,0.51135
1299,Cryptocean,CRON,8199052,1497642,0.18266
1300,Integritee Network,TEER,2190000,1493315,0.68188
1301,Tiger King Coin,TKING,645999263731,1488944,0.0
1302,Cryptonovae,YAE,61068674,1488554,0.02438
1303,RealFevr,FEVR,1630328172,1476435,0.00091
1304,ZUSD,ZUSD,1472237,1472979,1.0005
1305,DOC.COM,MTC,773580398,1465952,0.0019
1306,Ruff,RUFF,980500000,1460848,0.00149
1307,ROCO FINANCE,ROCO,14608212,1460448,0.09997
1308,ArdCoin,ARDX,277807957,1460031,0.00526
1309,DeepOnion,ONION,22713352,1458676,0.06422
1310,Idle,IDLE,6266280,1457963,0.23267
1311,Convergence,CONV,1663854925,1457012,0.00088
1312,Enecuum,ENQ,202462670,1451450,0.00717
1313,TopBidder,BID,6465474,1449845,0.22424
1314,Hyve,HYVE,25646075,1443301,0.05628
1315,Hydro Protocol,HOT,702000000,1441802,0.00205
1316,WOOF,WOOF,17902999424,1440162,8e-05
1317,CoinMerge (ERC-20),CMERGE,4516785875,1435083,0.00032
1318,Edgeless,EDG,122146967,1414218,0.01158
1319,DAEX,DAX,354666702,1411019,0.00398
1320,SolChicks Token,CHICKS,639106688,1410739,0.00221
1321,Ubiq,UBQ,42609099,1409252,0.03307
1322,TrueChain,TRUE,79575543,1400693,0.0176
1323,FIBOS,FO,1071593128,1393126,0.0013
1324,Throne,THN,390752313,1389857,0.00356
1325,Kuai Token,KT,11536708,1378394,0.11948
1326,The Midas Touch Gold,TMTG,8911927239,1378177,0.00015
1327,Xaurum,XAUR,71186094,1367176,0.01921
1328,Massnet,MASS,98026147,1364555,0.01392
1329,Pacoca,PACOCA,123107414,1363264,0.01107
1330,88mph,MPH,465279,1357481,2.91756
1331,CloakCoin,CLOAK,5878247,1357232,0.23089
1332,TronEuropeRewardCoin,TERC,299143480,1349172,0.00451
1333,Galaxy Fight Club,GCOIN,14384463,1348523,0.09375
1334,ARMOR,ARMOR,175417559,1347676,0.00768
1335,SmartCredit Token,SMARTCREDIT,1350243,1343115,0.99472
1336,Internxt,INXT,1119294,1334943,1.19267
1337,Jigstack,STAK,1775763939,1329291,0.00075
1338,ParaSwap,PSP,72891000,1328458,0.01823
1339,FaraLand,FARA,25907304,1325125,0.05115
1340,Cred,LBA,990410205,1320362,0.00133
1341,Moneytoken,IMT,11369423186,1320207,0.00012
1342,DEXA COIN,DEXA,25000000000,1319944,5e-05
1343,Iconic Token,ICNQ,9809346,1319461,0.13451
1344,OctoFi,OCTO,797953,1317746,1.65141
1345,SYNC Network,SYNC,116159461,1316863,0.01134
1346,Loser Coin,LOWB,60296840158,1315489,2e-05
1347,Pillar,PLR,259348201,1310776,0.00505
1348,Matrix AI Network,MAN,214302042,1307794,0.0061
1349,Nabox,NABOX,175988291935,1306942,1e-05
1350,Oddz,ODDZ,65869994,1290150,0.01959
1351,JulSwap,JULD,592166808,1290063,0.00218
1352,Credits,CS,223456423,1289588,0.00577
1353,Thorstarter,XRUNE,80689454,1280014,0.01586
1354,Dentacoin,DCN,588105296887,1279296,0.0
1355,Kambria,KAT,2186060823,1276999,0.00058
1356,GameZone,GZONE,63890302,1272992,0.01992
1357,Shirtum,SHI,173823179,1272557,0.00732
1358,Omni,OMNI,563052,1271371,2.258
1359,Strips Finance,STRP,4125963,1261747,0.30581
1360,Buying.com,BUY,43440000,1256449,0.02892
1361,NFT Index,NFTI,2230,1255455,562.9843
1362,YUMMY,YUMMY,367302685640,1252116,0.0
1363,VINchain,VIN,590108901,1249351,0.00212
1364,Eden,EDEN,13232627,1249286,0.09441
1365,Pawthereum,PAWTH,838900051,1246040,0.00149
1366,IoT Chain,ITC,87214657,1245300,0.01428
1367,ONSTON,ONSTON,97408363,1244233,0.01277
1368,Vabble,VAB,940560000,1241146,0.00132
1369,Viacoin,VIA,23174755,1236872,0.05337
1370,Revolve Games,RPG,43871081,1236001,0.02817
1371,Lightning,LIGHT,64269692,1235043,0.01922
1372,İstanbul Başakşehir Fan Token,IBFK,601261,1235036,2.05408
1373,Databroker,DTX,84261289,1232244,0.01462
1374,BBS Network,BBS,67943959,1229382,0.01809
1375,GamesPad,GMPD,67400712,1228491,0.01823
1376,BitCore,BTX,18116536,1219211,0.0673
1377,Metrix Coin,MRX,17839163859,1204630,7e-05
1378,SpaceFalcon,FCON,2663187786,1204227,0.00045
1379,DoDreamChain,DRM,186250000,1201095,0.00645
1380,VIDY,VIDY,9888864266,1198984,0.00012
1381,Hord,HORD,86247452,1196254,0.01387
1382,GHOSTPRISM,GHOST,5397347,1194814,0.22137
1383,Kalao,KLO,62269991,1193875,0.01917
1384,Horizon Protocol,HZN,51778706,1191062,0.023
1385,XY Finance,XY,4544803,1186971,0.26117
1386,Life Crypto,LIFE,2631194572,1177624,0.00045
1387,TrueFeedBack,TFBX,2357575088,1175246,0.0005
1388,CoinMerge (BEP-20),CMERGE,4711405935,1161738,0.00025
1389,Unslashed Finance,USF,24098333,1154590,0.04791
1390,MAX Exchange Token,MAX,3971283,1147698,0.289
1391,Everton Fan Token,EFC,885943,1138107,1.28463
1392,Lightning Bitcoin,LBTC,3860808,1137949,0.29474
1393,Gleec,GLEEC,20859999,1132053,0.05427
1394,Hedget,HGET,1751448,1131159,0.64584
1395,Unistake,UNISTAKE,215325890,1131065,0.00525
1396,Effect Network,EFX,252168527,1129851,0.00448
1397,Gather,GTH,100724607,1129730,0.01122
1398,Goldcoin,GLC,43681422,1127572,0.02581
1399,Moeda Loyalty Points,MDA,19628888,1125841,0.05736
1400,Yield Optimization Platform & Protocol,YOP,19618996,1110295,0.05659
1401,LinkEye,LET,1000000000,1108200,0.00111
1402,Dogey-Inu,DINU,427587081718154,1104052,0.0
1403,Gleec,GLEEC,20859999,1103748,0.05291
1404,EVRYNET,EVRY,40389133,1103675,0.02733
1405,GAMB,GMB,4999999990,1103044,0.00022
1406,Tranche Finance,SLICE,20000000,1102294,0.05511
1407,Botto,BOTTO,22628793,1102080,0.0487
1408,Sakura,SKU,53000000,1097105,0.0207
1409,Garlicoin,GRLC,66969816,1094330,0.01634
1410,Oduwacoin,OWC,4188884,1091603,0.2606
1411,carVertical,CV,7625478192,1090691,0.00014
1412,AMLT,AMLT,392735243,1090674,0.00278
1413,Furucombo,COMBO,35555019,1088527,0.03062
1414,Memetic / PepeCoin,MEME,29873823,1087118,0.03639
1415,Project TXA,TXA,2568630,1081041,0.42086
1416,Arcona,ARCONA,15335470,1080555,0.07046
1417,PEPS Coin,PEPS,61549272,1072530,0.01743
1418,Silva Token,SILVA,1669960531442310,1071608,0.0
1419,Forj(Bondly),BONDLY,103978855,1071482,0.0103
1420,Young Boys Fan Token,YBO,1001392,1067486,1.066
1421,Refinable,FINE,41059833,1067069,0.02599
1422,CryptoBlades,SKILL,868539,1062964,1.22385
1423,MASQ,MASQ,25560579,1056035,0.04131
1424,Cindicator,CND,2000000005,1055925,0.00053
1425,Bridge Mutual,BMI,64697071,1054024,0.01629
1426,Graviocoin,GIO,72128521,1044656,0.01448
1427,KCCPAD,KCCPAD,136144011,1043187,0.00766
1428,Vexanium,VEX,733642279,1031297,0.00141
1429,Aston Villa Fan Token,AVL,900792,1027982,1.1412
1430,Equalizer,EQZ,37450000,1026712,0.02742
1431,Olyverse,OLY,1322453884,1024996,0.00078
1432,FOTA - Fight Of The Ages,FOTA,6550298,1024968,0.15648
1433,Florin,XFL,136914,1024149,7.48024
1434,King Shiba,KINGSHIB,330098912,1019609,0.00309
1435,DragonVein,DVC,605026614,1016513,0.00168
1436,Tadpole Finance,TAD,568087,1016267,1.78893
1437,Conceal,CCX,13538402,1012704,0.0748
1438,Fear,FEAR,6532157,1009808,0.15459
1439,Mist,MIST,56357088,1008149,0.01789
1440,ShopNEXT,NEXT,189813409,1007357,0.00531
1441,eXPerience Chain,XPC,91090814961,1006462,1e-05
1442,The Crypto Prophecies,TCP,107559375,999453,0.00929
1443,Duck DAO (DLP Duck Token),DUCK,31319195,997006,0.03183
1444,Genesis Vision,GVT,4426883,995885,0.22496
1445,BankerDoge,BANKER,631907135,995321,0.00158
1446,Autobahn Network,TXL,67070793,986971,0.01472
1447,Cyclone Protocol,CYC,26282,984328,37.45255
1448,Dimecoin,DIME,478333438962,976861,0.0
1449,YOU COIN,YOU,556120198,972163,0.00175
1450,HTMLCOIN,HTML,53067332240,972097,2e-05
1451,CPChain,CPC,376765852,971957,0.00258
1452,Portion,PRT,476965462,971856,0.00204
1453,LOCGame,LOCG,50209206,971596,0.01935
1454,Unitrade,TRADE,19673817,968188,0.04921
1455,Galaxy Blitz,MIT,3587354,964053,0.26874
1456,Unicly Mystic Axies Collection,UAXIE,10000000,961762,0.09618
1457,Clube Atlético Mineiro Fan Token,GALO,1922053,960694,0.49983
1458,Umbrella Network,UMB,74060182,959679,0.01296
1459,Tokenplace,TOK,128945627,958814,0.00744
1460,Bitcoin Atom,BCA,18418931,956998,0.05196
1461,Feathercoin,FTC,236600238,956372,0.00404
1462,Kira Network,KEX,12532083,947419,0.0756
1463,Whiteheart,WHITE,8888,942071,105.99359
1464,FairGame,FAIR,960000000,939295,0.00098
1465,Virtue Poker,VPP,106988748,934570,0.00874
1466,AXPR,AXPR,279674001,933105,0.00334
1467,ShowHand,HAND,61912434418,931171,2e-05
1468,The ChampCoin,TCC,175749859,929647,0.00529
1469,ChessCoin,CHESS,54032769,928517,0.01718
1470,Emercoin,EMC,49763551,924737,0.01858
1471,Kaby Arena,KABY,441909925,921499,0.00209
1472,HEROcoin,PLAY,248635618,921381,0.00371
1473,Raven Protocol,RAVEN,4494272006,914738,0.0002
1474,BullPerks,BLP,27865632,914108,0.0328
1475,ClinTex CTi,CTI,124445175,910338,0.00732
1476,KIWIGO,KGO,42438196,907877,0.02139
1477,Honest,HNST,94061602,907003,0.00964
1478,BollyCoin,BOLLY,39781363,901919,0.02267
1479,Elemon,ELMON,94275000,900366,0.00955
1480,e-Gulden,EFL,17170987,899101,0.05236
1481,HiCoin,XHI,4434602828,896537,0.0002
1482,Phoenixcoin,PXC,86952806,896535,0.01031
1483,Cat Token,CAT,6527607,895493,0.13719
1484,Zap,ZAP,236144465,892518,0.00378
1485,BlockWallet,BLANK,19394814,881947,0.04547
1486,IG Gold,IGG,8856541707,879834,0.0001
1487,KickToken,KICK,123160608,876809,0.00712
1488,Unido EP,UDO,58995265,876583,0.01486
1489,PotCoin,POT,227740283,874796,0.00384
1490,Upfiring,UFR,24000000,873368,0.03639
1491,EUNO,EUNO,6633451796,871699,0.00013
1492,Polker,PKR,135737991,871173,0.00642
1493,Strong,STRONG,138269,869861,6.29108
1494,SuperLauncher,LAUNCH,4751956,868876,0.18285
1495,AICHAIN,AIT,535067071,868339,0.00162
1496,HollyGold,HGOLD,4471825,865316,0.1935
1497,xHashtag DAO,XTAG,16098679,865133,0.05374
1498,Sumokoin,SUMO,47372084,862858,0.01821
1499,Hiveterminal Token,HVN,500000000,857719,0.00172
1500,Hiveterminal Token,HVN,500000000,856876,0.00171
1501,Synthetify,SNY,5625000,852411,0.15154
1502,Swirge,SWG,11980559,843698,0.07042
1503,Sao Paulo FC Fan Token,SPFC,1732000,841953,0.48612
1504,Plant Vs Undead,PVU,50109128,841585,0.0168
1505,NewYorkCoin,NYC,143761098438,840181,1e-05
1506,Lendingblock,LND,953500347,839970,0.00088
1507,iEthereum,IETH,18000000,839306,0.04663
1508,Levolution,LEVL,129678864,832027,0.00642
1509,Zenfuse,ZEFU,64899301,819787,0.01263
1510,Redpanda Earth,REDPANDA,389602291858674368,818037,0.0
1511,Bitcoin Plus,XBC,188308,814361,4.32462
1512,Ycash,YEC,12809638,803147,0.0627
1513,beFITTER,FIU,47498130,800320,0.01685
1514,Paribus,PBX,506393024,792343,0.00156
1515,Azbit,AZ,83057996159,790269,1e-05
1516,Bata,BTA,5052601,787542,0.15587
1517,Dexsport,DESU,95826410,785189,0.00819
1518,Blockzero Labs,XIO,36592410,784230,0.02143
1519,Digix Gold Token,DGX,54623,783281,14.33977
1520,VIG,VIG,895258355,783030,0.00087
1521,OIN Finance,OIN,32950759,781661,0.02372
1522,CyberFi Token,CFi,2050000,779631,0.38031
1523,SmartCash,SMART,1413859298,779303,0.00055
1524,Teloscoin,TELOS,167399821,777212,0.00464
1525,SHOPX,SHOPX,28695751,775747,0.02703
1526,Burency,BUY,193878224,772806,0.00399
1527,Gunstar Metaverse,GSTS,31290286,771597,0.02466
1528,Carbon,CRBN,33178520,769506,0.02319
1529,MicroPets,PETS,5007120231351,767805,0.0
1530,ETHPad,ETHPAD,199427405,766526,0.00384
1531,Rhythm,RHYTHM,10590063373,764606,7e-05
1532,AGA Token,AGA,10842984,764266,0.07048
1533,Stream Protocol,STPL,285031863,763876,0.00268
1534,Humaniq,HMQ,185811695,762130,0.0041
1535,Gravity Finance,GFI,352267212,760192,0.00216
1536,ChatCoin,CHAT,690000640,759717,0.0011
1537,Vanilla Network,VNLA,567165,756945,1.33461
1538,PERI Finance,PERI,8540090,756404,0.08857
1539,Impossible Finance,IF,6000661,755639,0.12593
1540,Bitgesell,BGL,16157930,754779,0.04671
1541,Crust Shadow,CSM,100000000,754692,0.00755
1542,Spore,SPORE,34130875821752068,751203,0.0
1543,PlayFuel,PLF,500000000,750501,0.0015
1544,Bistroo,BIST,43565302,747536,0.01716
1545,STEP,STEP,406756986,746862,0.00184
1546,PieDAO DOUGH v2,DOUGH,14782646,743512,0.0503
1547,Odyssey,OCN,8000000000,741503,9e-05
1548,Aston Martin Cognizant Fan Token,AM,1405941,738931,0.52558
1549,LINKA,LINKA,694150020,738450,0.00106
1550,Bismuth,BIS,23482989,737887,0.03142
1551,Snetwork,SNET,237908092,737540,0.0031
1552,yieldwatch,WATCH,17550544,736664,0.04197
1553,The HUSL,HUSL,10379879,734821,0.07079
1554,SafeBlast,BLAST,175553096633449,733653,0.0
1555,Float Protocol (Bank),BANK,239451,733364,3.06269
1556,Metronome,MET,14244859,730380,0.05127
1557,Denarius,D,7897984,723888,0.09165
1558,Opium,OPIUM,4161204,723042,0.17376
1559,Chronicle,XNL,20776667,720443,0.03468
1560,Alfa Romeo Racing ORLEN Fan Token,SAUBER,1399882,719403,0.5139
1561,Zloadr,ZDR,5425706,719136,0.13254
1562,EasyFi,EZ,6373615,717929,0.11264
1563,Ares Protocol,ARES,231179222,715045,0.00309
1564,Raze Network,RAZE,118690910,714536,0.00602
1565,WagyuSwap,WAG,54165358,712106,0.01315
1566,Antiample,XAMP,465929910,706642,0.00152
1567,Global Social Chain,GSC,475044228,704721,0.00148
1568,PANTHEON X,XPN,680786427,704535,0.00103
1569,Shard,SHARD,17100000,703159,0.04112
1570,B-cube.ai,BCUBE,11151242,698250,0.06262
